0.000	0.480	Is
0.480	2.460	 1976
2.460	3.420	 Judy
3.420	4.020	 was
4.020	4.320	 asked
4.320	4.860	 to
4.860	5.460	 paint
5.460	5.880	 a
5.880	6.480	 very
6.480	6.900	 long
6.900	7.560	 mural
7.560	8.160	 in
8.160	8.940	 Los
8.940	9.780	 Angeles.
9.840	10.800	 Judy
10.800	11.100	 wanted
11.100	11.700	 to
11.700	11.940	 show
11.940	12.540	 how
12.540	13.020	 the
13.020	13.320	 people
13.320	13.980	 have
13.980	18.780	 contributed
18.780	19.500	 to
19.500	19.680	 the
19.680	20.100	 city.
20.160	21.120	 She,
21.120	21.900	 she,
21.900	23.340	 she,
23.340	23.640	 created
23.640	24.780	 a
24.780	25.560	 mural
25.560	25.920	 that
25.920	26.340	 shows
26.340	27.540	 famous
27.540	28.140	 man
28.140	28.500	 and
28.500	29.160	 woman,
29.160	29.580	 and
29.580	31.380	 all,
31.380	31.620	 all
31.620	32.520	 the,
32.520	33.780	 uh,
33.780	36.240	 people,
36.240	36.480	 the
36.480	37.080	 mural
37.080	37.440	 is
37.440	37.800	 named
37.800	38.700	 the
38.700	40.140	 Great
40.140	40.560	 Wall
40.560	41.220	 of
41.220	41.880	 Los
41.880	42.780	 Angeles.
42.840	43.140	 It
43.140	43.500	 shows
43.500	44.040	 the
44.040	44.520	 history
44.520	45.120	 of
45.120	49.200	 California.
49.260	51.720	 The
51.720	52.500	 mirror.
52.560	53.460	 The
53.460	54.000	 mural
54.000	54.360	 begins
54.360	54.540	 at
54.540	56.520	 20,000
56.520	57.780	 BCE.
57.840	59.280	 It's
59.280	59.760	 shows
59.760	60.240	 the
60.240	61.980	 native
61.980	63.060	 American
63.060	64.080	 people
64.080	64.560	 who
64.560	65.340	 lived
65.340	66.000	 the
66.000	67.740	 in
67.740	68.820	 California.
68.820	70.680	 It
70.680	71.040	 shows
71.040	71.520	 the
71.520	72.180	 foolish
72.180	73.020	 who
73.020	73.920	 startled
73.920	74.700	 in
74.700	75.780	 California.
75.840	78.180	 Is,
78.180	78.720	 it
78.720	79.080	 shows
79.080	80.460	 the,
80.460	81.060	 in
81.060	83.340	 me,
83.340	84.660	 that
84.660	85.140	 came
85.140	86.280	 later
86.280	86.940	 to.
88.320	90.300	 California,
90.300	90.720	 it
90.720	91.140	 shows
91.140	92.220	 people,
92.220	94.080	 fighting
94.080	94.740	 for
94.740	96.180	 equal
96.180	97.920	 rights.
98.040	100.740	 The
100.740	101.100	 great
101.100	101.580	 wall
101.580	102.120	 of
102.120	104.040	 Angelas
104.040	104.460	 is
104.460	105.600	 have,
105.600	107.100	 uh,
107.100	108.060	 Milang.
108.120	109.680	 It
109.680	110.340	 is
110.340	110.940	 one
110.940	111.420	 of
111.420	112.440	 the
112.440	113.220	 longest
113.220	114.420	 mural
114.420	114.600	 in
114.600	114.720	 the
114.720	115.140	 world,
115.140	115.980	 over.
115.980	117.540	 Oh,
117.540	118.560	 oh,
118.560	120.180	 400
120.180	120.720	 people
120.720	121.200	 worked
121.200	121.860	 on
121.860	122.160	 the
122.160	122.700	 mural
122.700	123.420	 for
123.420	126.120	 70,
126.120	127.320	 uh,
127.320	131.520	 1976
131.520	132.060	 to
132.060	134.580	 1983.
134.760	135.120	 Many
135.120	136.020	 teenagers
136.020	136.500	 worked
136.500	138.360	 um,
138.360	139.020	 the
139.020	139.860	 mirror,
139.860	140.580	 they
140.580	141.000	 came
141.000	141.540	 from
141.540	142.260	 many
142.260	142.620	 different
142.620	144.240	 cultures.
144.300	146.040	 The
146.040	146.760	 mural
146.760	147.060	 is
147.060	148.320	 not
148.320	148.740	 finished
148.740	150.300	 yet.
150.360	151.560	 Judy
151.560	152.700	 is
152.700	153.660	 planning
153.660	154.020	 to
154.020	155.340	 paint
155.340	155.940	 the
155.940	157.680	 event
157.680	159.060	 of
159.060	159.900	 the
159.900	162.780	 196th
162.780	163.260	 to
163.260	163.620	 now.
163.680	166.680	 Looking
166.680	166.920	 after
166.920	167.400	 the
167.400	167.880	 Great
167.880	168.660	 Wall,
168.660	169.140	 some
169.140	169.500	 part
169.500	169.800	 of
169.800	170.160	 the
170.160	170.760	 Great
170.760	171.480	 Wall.
171.540	174.360	 Are
174.360	174.840	 more
174.840	175.080	 than
175.080	177.120	 14
177.120	177.960	 years
177.960	178.500	 old.
178.560	180.960	 The
180.960	181.740	 mural
181.740	182.160	 has
182.160	183.000	 dealt
183.000	183.720	 with
183.720	184.500	 some
184.500	184.800	 ring
184.800	185.220	 and
185.220	188.280	 pull.
188.340	190.380	 Now.
190.440	192.240	 It
192.240	192.600	 is
192.600	193.560	 guiding
193.560	194.040	 fix.
194.100	196.140	 A
196.140	196.440	 team
196.440	196.800	 of
196.800	197.100	 people
197.100	197.700	 is
197.700	198.540	 slowly
198.540	199.260	 cleaning
199.260	200.040	 every
200.040	200.460	 part
200.460	200.820	 of
200.820	201.540	 the
201.540	202.260	 mirror.
202.380	203.820	 They
203.820	204.120	 are
204.120	206.460	 bringing
206.460	206.940	 back
206.940	207.780	 all
207.780	208.140	 the
208.140	208.740	 bright
208.740	209.580	 colors
209.580	210.420	 and.
210.420	213.300	 Image.
